Title,Summary,Date,Full_Article
back-to-back fatal shootings in dc leave two men dead,"two men were gunned down in separate shootings in washington, d.c., monday morning, less than five minutes apart.","October 7, 2024 4:44pm EDT","washington-two men were gunned down inseparate shootingsin washington, d.c., monday morning, less than five minutes apart. themetropolitan police departmentsaid the first incident occurred just before 10 a.m. on eastern avenue with the second shooting happening a few minutes later on southern avenue, approximately four miles away. in both cases, police confirmed that a man was killed, and the suspects remain at large. ""we do not have a lot of information onwhat happened [on eastern avenue],"" said mpd chief pamela smith. ""as i was coming here, the team is working diligently to provide an update on what has occurred on the southern avenue part of d.c."" police have indicated that the shootings do not appear to be connected or random, but there are no suspect descriptions available at this time. these two killings, based on police records, bring the total number of homicides in the district of columbia to 152 for the year, marking a 31% decrease from the 217 homicides reported at this time last year. the names and ages of the victims have not yet been released, but officials expect to provide that information before the day is over. despite the proximity of both incidents to prince george's county, d.c. police are leading the investigations."
"2024 presidential election in dc: how to vote, voter registration, what's on the ballot & more","d.c. residents will have the opportunity to cast their ballot for president, along with some local races and initiatives, starting october 11.","October 7, 2024 2:19pm EDT","washington-d.c. residents will have the opportunity to cast their ballot for president, along with some local races and initiatives, starting october 11. while district of columbia residents now participate in presidential elections, this wasn’t always the case. for many years, washington, dc, residents were denied the right to vote for president, gaining this privilege only in 1961 with the passage of the 23rd amendment. early in-person voting for the nov. 5 presidential election begins on monday, oct. 28 and runs through sunday, nov. 3 in d.c. there are 25 voting locations that will be open between the hours of 8:30 a.m. and 7:00 p.m. those locations are: d.c. voters can vote at any early voting center. for a detailed list and maps showing early voting centers,click here. for same-day voter registration, bringproof of residence to a voting center. all eligible d.c. voters should receive a mail-in ballot from the d.c. board of elections a few weeks before the election. if you haven’t received your mail-in ballot,check your voter registration status here and contact yourlocal election office. requests for mail-in ballots must be received no later than oct. 21, 15 days before the election. your mail-in ballot packet should come with your ballot, a secrecy sleeve, a postage-prepaid return ballot envelope and an instruction sheet with your ‘i voted’ sticker. to vote, fill out the ballot in blue or black ink and place the ballot into the secrecy sleeve, and seal the secrecy sleeve into the return ballot envelope. first-time voters should also include a copy of a current and valid government-issued photo id or a copy of a current utility bill, bank statement, government check, paycheck or other government‐issued document that shows your name and address. ballots must be postmarked on or before election day to be counted. you can also drop your voted mail-in ballot in any ballot drop box at any time beginning on friday, oct.11 until 8:00 p.m. on election day. in washington, d.c., voters can cast a live ballot by completing same-day registration or updating their information at their assigned precinct. same-day registration: voting process: on election day, polls are open from 7 a.m. to 8 p.m. voters in d.c. will seerobert f. kennedy jr.on the 2024 ballot for president alongside vice president kamala harris and former president donald trump, even though he dropped out of the race in august. aside from casting their ballot for the presidential race, voters in the district will be weighing in on local races, as well as a ballot initiative. we're keeping an eye on some races for shadow seats in d.c.: u.s. shadow senator district of columbia u.s. shadow representative district of columbia d.c. del. eleanor holmes norton is running for an 18th term, with republican myrtle patricia alexander and statehood green party candidate kymone freeman running against her. for d.c. council, we're keeping an eye on the ward 8 election aftercouncilmember trayon white was charged with briberyfollowing a federal investigation. white hasn't commented publicly about his court case, but has said he's staying on the ballot. republican nate derenge is challenging white in ward 8. also on the ballot for d.c. voters is initiative 83, which could open up d.c.'s primaries to independent voters and institute ranked-choice voting. that means d.c. voters would be allowed to rank up to five candidates in the order of their preference. supporters of the initiative say it would make ""politicians work harder for every vote."" but critics say it would be confusing to voters in d.c. who aren't used to ranked-choice voting."
man killed in broad daylight shooting in northeast dc,a man was killed in a shooting in broad daylight monday in northeast washington.,"October 7, 2024 1:18pm EDT",washington-a man was killed in a shooting in broad daylight monday in northeast washington. d.c. police say the shooting was reported around 10:15 a.m. near the intersection of 52nd street and sheriff road just off eastern avenue. police have not identified any suspects or motives at this time. the identity of the victim has not been released. the investigation is continuing.
increased patrols in dc as demonstrations mark year since hamas' oct. 7 attack on israel,"vigils, commemorations, and acts of remembrance are being held in washington, d.c. and across the world monday to mark one year since the oct. 7 hamas attack on israel.","October 7, 2024 10:30am EDT","washington-vigils, commemorations, and acts of remembrance are being held in washington, d.c. and across the world on monday to mark one year since the oct. 7 hamas attack on israel. the surprise cross-border attack killed some 1,200 people, mostly civilians. another 250 people were abducted and taken hostage into gaza. the attack set off a conflict that continues and has world leaders calling for an end to antisemitism and the release of israeli hostages. last week, the federal bureau of investigation issued awarning about possible threatsto americans from those inspired by the hamas attack on israel. ""the federal bureau of investigation (fbi) and department of homeland security (dhs) are issuing this public service announcement to highlight potential threats in the united states from a variety of actors in response to the one-year anniversary of the hamas attacks on israel on october 7, 2023, and consistent calls by foreign terrorist organizations (ftos) to their supporters seeking to provoke violence in the west,"" read the announcement. read more:israel marks 1 year since oct. 7 hamas attack read more:what happened on oct. 7? timeline of hamas attack, one year later in the nation’s capital, a seven-foot, anti-climb fence was in place near the national mall monday. fox 5’s melanie alnwick said a heightened presence was also seen as the district gears up for multiple rallies and ceremonies. president joe biden and first lady dr jill biden mark the anniversary by participating in a yahrzeit candle lighting. vice presidential nominee jd vance is scheduled to participate in a philos project march and rally in downtown d.c."
police investigating after 5-year-old found dead in dc,d.c. police are investigating the death of a 5-year-old child.,"October 6, 2024 7:31pm EDT","washington-d.c. police are investigating the death of a 5-year-old child. officers were called to the 4500 block of connecticut ave, nw on sunday where they found the young victim. his cause of death has not been released and police say they are still investigating the death. fox 5 is working to learn more about the circumstances of the child's death. check back for updates on this developing story."
"2 dead, 1 critically injured following house fire in southeast dc",two people were killed and another was taken to the hospital in critical condition after a fire that broke out at a southeast d.c. row home early sunday morning.,"October 6, 2024 7:29pm EDT","washington-two people were killed and another was taken to the hospital in critical condition after a fire that broke out at a southeast d.c. row home early sunday morning. the victims killed were a 34-year-old woman and a 64-year-old man. the third person rescued from the home, an 85-year-old woman and her injuries were described as critical and life-threatening. investigators are working to determine the cause of the fatal fire that left the row home charred. d.c. fire and ems tells fox 5 that the fire was contained to the unit in the 3400 block of 23rd street, se. the initial call came in around 5:30 a.m. fire crews said they were on scene in about three minutes and began firefighting and rescue efforts almost immediately. a fire official told fox 5 they had the fire under control relatively quickly, and were able to get that 85-year-old woman out, but discovered the bodies of the other two victims. d.c. fire says this is a sad reminder to keep fire safety front of mind, especially this time of year. ""have a home escape plan,"" vito maggiolo with d.c. fire and ems said. ""fires like these travel very quickly and that’s why the need for smoke alarms, working smoke alarms is critical, as well as knowledge of how you’re going to get out of your home if a fire takes place."" the cause of the fire remains under active investigation."
trump returns to pennsylvania for rally at site of assassination attempt,former president trump returns to the pennsylvania venue where he survived an assassination attempt in july.,"October 5, 2024 5:26pm EDT","washington-former president trump returns to the pennsylvania venue where he survived an assassination attempt in july. ""i said that day when i was shot, i said, ‘we’re coming back. we’re going to come back.’ and i’m fulfilling a promise,"" trump said in an interview with newsnation this week. ""i’m fulfilling, really, an obligation."" this comes just days after trump delivered remarks in valdosta, georgia following the devastation of helene in the area. as of thursday, oct. 3, new polling shows vice president kamala harris holding a steady lead over former president donald trump. it appears the vp’s post-debate bump isn't slowing down anytime soon. aggregate polling fromrealclearpoliticsshows harris ahead of trump in a head-to-head matchup with an average of 49.3% compared to trump’s 47.1%."
pro-palestine rally in dc calls for ceasefire,"a pro-palestine rally gathered in d.c. near the white house, calling for a ceasefire in gaza.","October 5, 2024 4:56pm EDT","washington-a pro-palestine rally gathered in d.c. near the white house, calling for a ceasefire in gaza. just days away from the one-year mark of the israeli war with hamas, several people continue to gather and rally against the violence in gaza. hamas militants stormed from the blockaded gaza strip into nearby israeli towns, killing dozens and abducting others in an unprecedentedsurprise attackduring a major jewish holiday on oct. 7, 2023. uncertainty over the future has cast a pall over virtually every part of daily life, even as people try to maintain a sense of normalcy. closer to home, the university of maryland is preparing to comply with a federal court ruling that permits a student group to hold a planned demonstration on campus after the university initially blocked all non-sponsored events for oct. 7 due to security concerns."
third arrest made in the fatal stabbing of 53 year old dc man,police have arrested a third suspect involved in the fatal stabbing of a d.c. man.,"October 5, 2024 2:51pm EDT","washington-police have arrested a third suspect involved in the fatal stabbing of a d.c. man. the suspect, 35-year-old tommy whack, of hyattsville, maryland was charged with first-degree murder while armed-felony murder. whack was taken into custody by police on friday, october 4, and extradited from la plata, maryland. whack was transported to the homicide branch and charged. according to police, this is the third arrest in this case. in july, police arrested two women for their involvement in the murder of the victim. the two women have been accused of killing a man in d.c. and cutting off his thumb in an attempt to steal his money. according to police, the victim was one of the suspects' sugar daddy's. the suspects have been identified as 19-year-old audrey denise miller and 22-year-old tiffany taylor gray. the body of 53-year-old fasil teklemariam, was found in the bedroom of his apartment on april 5, according to an affidavit in support of an arrest warrant for miller, who investigators believe killed teklemariam. according to the affidavit, teklemariam had ""several"" cuts to his legs and a cut on his right hand, and his right thumb had been removed. the medical examiner also reported that the victim was stabbed in the heart and suffered a fractured skull."
47 stanley mugs stolen from dc rei store,police say 47 stanley mugs were stolen from an rei store in northeast washington.,"October 4, 2024 6:00am EDT","washington-police say 47 stanley mugs were stolen from an rei store in northeast washington. the incident happened around 3 p.m. monday at the camping store’s m street location. authorities say two women walked out of the store with the mugs without attempting to purchase them. both women are described as between 20 and 40 years old. one of the women was wearing a white long sleeve shirt, green leggings and a white hat. the second woman had long pink dreadlocks, and was wearing a pink/white jacket, pink shoes, and a tan bag. the stolen mugs are valued at over $2,100. anyone with information is asked to contact police."
"southwest dc shooting leaves woman injured, cars damaged after 50+ gunshots","residents of a southwest d.c. apartment say they are outraged after more than 50 shots were fired, injuring a woman and damaging several vehicles in the area.","October 3, 2024 10:43pm EDT","washington-residents of asouthwest d.c.apartment say they are outraged after more than 50 shots were fired, injuring a woman and damaging several vehicles in the area. the shooting took place on the 1900 block of half street southwest, just blocks from nationals park, on saturday night around 11 p.m. the woman, who was an innocent bystander, told fox 5 she was struck by one of the bullets. after being shot, she flagged down police near the stadium for help. she is now recovering at home. d.c. policereleased surveillance images of three suspects on thursday, believed to be responsible for the rapid gunfire. the suspects are accused of firing more than 50 rounds, which damaged several vehicles and shattered windows in the neighborhood. photos from the scene show bullet holes in a pickup truck, shattered windows on a mercedes, and even damage to an apartment window in the area. the incident left many residents in the ""watermark buzzard point"" building alarmed and frustrated. ""it was startling, daunting, that this is the neighborhood that i walk my dog in,"" one resident said. ""for that to occur on a saturday night, when people are out and about, it’s really concerning. so, my building has organized, and we all agree that this is a problem. we not only want to organize as a building, but as a community, to help reduce the violence in this area."" d.c. police are offering a reward of up to $10,000 for information leading to an arrest and conviction in this case. fox 5 reached out to the management at watermark buzzard point for a response to the residents’ efforts to address the violence but is still waiting for a callback."
boyfriend guns down dc woman in broad daylight: police,a suspect has been arrested following the fatal shooting of a woman who was shot and killed tuesday afternoon in northeast d.c.,"October 3, 2024 2:37pm EDT","washington-a suspect has been arrested following the fatal shooting of a woman in broad daylight tuesday afternoon innortheast d.c. the suspect has been identified as 48-year-old wyatt michelin swan, of northeast. swan was arrested in prince george’s county. police say the shooting was a domestic incident. the victim and the suspect were in a romantic relationship. swan was wanted on a dc superior court arrest warrant charging him with first degree murder while armed. police believe the incident was premeditated. he will go through the extradition process to be returned to the district where he will face charges. according to the metropolitan police department, the shooting happened around 1 p.m. at the hilltop apartments along eastern avenue. the victim, 53-year-old teresa francisco,of northeast, was shot multiple times before running into a parking lot, screaming for help while dressed only in a white t-shirt and underwear. upon arrival, officers located a woman inside a vehicle with gunshot wounds. she died at the scene."
12-year-old arrested for dc armed robbery: police,authorities have arrested a 12-year-old in connection with an armed robbery in northwest washington.,"October 3, 2024 6:43am EDT",washington-authorities have arrested a 12-year-old in connection with anarmed robberyin northwestwashington. d.c. police said the robbery happened on september 2 when two suspects approached a victim in the unit block of florida avenue. authorities say one of the suspects pulled  a firearm and demanded the victim’s property. the victim complied and both suspects fled. the 12-year-old was arrested on october 2 and charged with robbery with a gun. this case remains under investigation.
good samaritans help woman escape attempted knife attack in northwest dc,"a woman narrowly avoided a harrowing attack in northwest d.c. wednesday morning, saying a man came at her with a knife. luckily, good samaritans stepped in to help.","October 2, 2024 10:44pm EDT","washington-a woman narrowly avoided a harrowing attack in northwest d.c. wednesday morning, saying a man came at her with a knife. luckily, good samaritans stepped in to help. betty james told fox 5 she was terrified. she says she is minding her own business, walking in the 1600 block of kilbourne street, nw, near mount pleasant street in northwest when suddenly, a man in his 40s, walks up to her, pulls out a knife, and holds it towards her stomach before making demands. betty says two good samaritans who were driving saw the situation and jumped out of their car to help. they yelled at the man, scaring him and he took off. she says she has no doubt the man would have hurt her if those two people hadn't intervened. anyone with information on this case is asked to call mpd at 202-727-9099 or text a tip to 50411."
man arrested over a decade after series of rapes near dc college campuses,d.c. police announced the arrest of a suspect after a series of sexual assaults in off-campus apartments between 2008 and 2012.,"October 2, 2024 8:34pm EDT","washington-d.c. police wednesday announced the arrest of a man suspected in a series of sexual assaults in off-campus apartments more than a decade ago. at the time of the attacks, the unknown suspect was referred to as the ‘georgetown cuddler’ but police say the victims were raped. the metropolitan police department has a unit that investigates cold-case sexual assaults. now, those investigators have finally put a man behind bars for the violent crimes committed between 2008 and 2012. fox 5 is told their diligent work combined with new dna-matching technology helped lead to this arrest. for years, police have known that the same suspect was responsible for five rapes at off-campus apartments near georgetown and one near the university of maryland but until very recently, they didn’t know who that suspect was. now, 54-year-old ernesto mercado of arlington has been charged with the brutal sexual assaults. police say mercado would locate potential victims, sneak into their homes while sleeping, rape them, and then flee once they woke up. mercado has been charged with eight counts of sexual abuse for the d.c. cases. detectives are still asking anyone who may recognize mercado to come forward as they continue to investigate cold cases. detective alexander macbean has worked on this case for about ten years. he declined to comment on conversations with the victims in these cases but did tell fox 5 this. ""the reward from a case like this is being able to tell the victim years later that we’ve identified the perpetrator that committed this crime, and we’re going to do everything we can to hold that person accountable,"" said macbean. the charging documents indicate police have been tailing mercado for weeks, monitoring his movements and working to get dna swabs without his knowledge to confirm the match. just this past monday, police got a warrant to get a dna swab from mercado. they tested it, and thanks to new technology, a match came back tuesday. police made the arrest at his home tuesday night. mercado is currently being held in the d.c. jail without bond."
'love is blind' dc watch parties,looking to watch love is blind d.c. outside your own living room pod?,"October 2, 2024 11:59am EDT","washington-looking to watch love is blind d.c. outside your own living room pod? here are a couple of watch parties around  d.c. that are pairing the search of love with some specialty cocktails. 620 t street, northwest washington, d.c. 20001 the howard theatre in d.c. will be kicking off their love is blind watch party on wednesday night. all lovers of the show are invited to the free event that starts at 7:30 p.m. 1940 11th street northwest, washington, d.c. 20001 lulu's winegarden will be hosting a watch party starting at 8 p.m. and adding their own twist with wine specials and more. attendees can enjoy gold glasses and themed cocktails while spilling over their favorite love birds. 640 rhode island avenue northeast at rhode island ave metro washington, d.c. 20002 grab a friend and head over to metrobar for an evening of romance and drama. the watch party is completely free and kicks off at 7 p.m. whitlows dc, 901 u street northwest, washington, d.c., 20001 do you have an eye for predicting a true love connection? head over to whitlows dc and enter your prediction for the chance to win gift cards. the event starts at 7 p.m. and will also feature $8 cocktail specials."
‘she was like your favorite auntie’: dc woman gunned down in broad daylight,"a woman was shot and killed tuesday afternoon in northeast d.c., and police are still searching for her killer.","October 1, 2024 11:14pm EDT","washington-a woman was shot and killed tuesday afternoon innortheast d.c., and police are still searching for her killer. the shooting happened around 1 p.m. at the hilltop apartments along eastern avenue, according to the metropolitan police department. the area remains cordoned off as police continue to investigate the scene, which includes part of a nearby building. witnesses say the woman, who has not yet been identified, was shot multiple times before running into a parking lot, screaming for help while dressed only in a white t-shirt and underwear. she died at the scene. police say they are looking for a suspect who was last seen driving away in a black mitsubishi with front-end damage and virginia tags. residents in the northeast d.c. community are devastated. they described the victim as a kind and wise woman who was always friendly. ""she was a neighbor, and it's shocking. it feels surreal,"" said one resident who knew the victim but asked to remain anonymous out of fear. ""this is an ongoing crisis that we see over and over again in our community."" ""she was like one of your favorite aunties, down to earth, direct to the point in conversation. you could tell that she was god-fearing,"" the neighbor added. detectives are asking anyone with information about the case to contact the police department at 301-600-2102."
new dc law aims to curb reckless driving by out-of-state drivers,"the steer act, a d.c. law aimed at road safety passed earlier this year, had components go into effect on october 1.","October 1, 2024 6:39pm EDT","washington-the steer act, a d.c. law aimed at road safety passed earlier this year, had components go into effect on october 1. among some of the changes: it’ll create the opportunity to add speed restrictions to vehicles for drivers who violate d.c. traffic laws. it’ll also ensure that if someone has their car stolen and the plate racks up tickets, that victim won’t have to pay the fines. but the biggest change the steer act creates: going after out-of-state drivers who rack up huge fines. if a traffic camera catches a d.c. resident, that person must pay the fine to renew their registration in the district. but out-of-state drivers don’t have to pay their d.c. fine to renew wherever they live. the impact of this: some out-of-state drivers aren’t as cautious driving around d-c. according to data provided by the department of public works, the overwhelming majority of out-of-state plates getting citations in the district are in maryland and virginia. in fiscal year 2022, those plates got 757,268 citations totaling $151,250,000 in unpaid fines. in 2023, 808,933 citations totaling $160,700,000 in unpaid fines. d.c. resident katherine eyster tells fox 5 she thinks this is a fairness and safety issue: it’s unfair that d.c. residents have to pay, and she sees out-of-state drivers who aren’t careful on d.c. streets. ""it’s certainly tough to say, but when you look at the numbers and that some of these drivers, we’re not talking about folks who are distracted here and there, we’re talking about folks who are dangerous and shouldn’t be on the road. and so, hopefully that makes a difference,"" eyster said. this new law now allows the d.c. attorney general’s office to sue these out-of-state plate owners in d.c. court, get a judgment, then try and enforce that judgment in the state where the plate owner is registered. council member charles allen heads the council’s transportation committee. he says this bill adds teeth to d.c.’s traffic enforcement. ""it’s important, i think, to send that strong signal that the attorney general is going to be coming after you, that we are going to make sure we put teeth into that reckless driving and making sure we get those drivers, hold them accountable, and get them off our streets,"" allen said. fox 5 has learned the attorney general’s office will add two attorneys whose full-time jobs will be filing these suits in d.c. to secure these judgments. that sounds like a small number given the number of unpaid citations, but allen thinks this will be a key deterrent and important tool. ""i think we will see a significant impact and i think it will result in safer streets. let’s not kid ourselves that one law is going to magically change it all, you have to have better engineering, you have to build safer streets and intersections, we have to help educate drivers to make sure they’re learning and driving more safely. but we have to have enforcement, and this legislation, this law, is going to help improve enforcement,"" allen said."
district dogs agrees to pay $100k and improve safety after flash flood tragedy,district dogs has reached a settlement with the district of columbia following a tragic flood last year that resulted in the deaths of 10 dogs at its rhode island avenue location.,"October 1, 2024 4:28pm EDT","washington-district dogs has reached a settlement with the district of columbia followinga tragic flood last year that resulted in the deaths of 10 dogsat its rhode island avenue location. as part of the agreement, the facility will remain permanently closed, and the company will pay $100,000 to the city. the settlement also requires district dogs to improve safety protocols across its other locations in d.c. the flash flood occurred on august 14, 2023, in northeast d.c., an area known for flooding. at the time, 10 pets were inside the rhode island avenue district dogs facility, which had floodedmultiple times the previous summer. despite those incidents, the company reassured customers that their pets were safe. ""i feel a lot of anger that this has clearly happened in the past so many times and there was no emergency plan... there was nothing to fix it to make sure that the dogs were ok,"" said jocelyn lobos-segura, whose dog, mona, drowned during the flooding. attorney general brian schwalb announced the settlement tuesday, noting that the company will be required to develop detailed emergency response and evacuation plans for each facility, train staff on those procedures, and obtain risk management certification. ""what happened at district dogs’ rhode island avenue location was a pet owner’s worst nightmare,"" said schwalb. ""our investigation will result in improved safety at all of district dogs’ facilities in d.c. — ensuring that no district resident loses a pet in such a tragic and avoidable way."" district dogs, which operates multiple locations in d.c. and northern virginia, said in a statement, ""we agreed to settle this matter with one important condition – that the attorney general’s office agree as part of the settlement that there is no admission of wrongdoing by district dogs whatsoever."" the dog daycare and boarding company also thanked its employees and customers for their support. in addition to the settlement,eight pet owners are suing district dogs, alleging gross negligence, recklessness, and deliberate indifference by the business. the lawsuit is ongoing. the investigation by the attorney general's office revealed that district dogs misled customers about the risks of flooding, despite internal concerns about the facility’s safety. the company failed to develop proper emergency procedures, including an evacuation plan, and did not train employees to respond to such emergencies. under the settlement terms, district dogs has 90 days to implement its new emergency response procedures and train staff at all d.c. locations. read the full settlement agreement below:"
search continues for suspect police say shot 12-year-old boy outside dc mcdonald’s,the search continues for a teen accused of shooting a 12-year-old boy in northwest d.c.,"October 1, 2024 1:43pm EDT","washington-the search continues for a teen accused of shooting a 12-year-old boy in northwest d.c. this shooting happened in the middle of the afternoon near a mcdonald’s restaurant and a walmart in the 5900 block of georgia avenue. even more shocking is that the teen shooter took aim with police just steps away at the 4th district headquarters. police want your help identifying the suspect shown on this surveillance image wearing dark pants, and a black hooded sweatshirt. read more:12-year-old boy shot near mcdonald's, walmart supercenter in dc once on the scene, officers found the 12-year-old inside the restaurant. they say he ran inside the restaurant after being shot. he was taken to a hospital with non-life-threatening injuries. police say it's unclear if the boy was targeted or if the shooting was random. they continue to investigate and ask anyone with information to give them a call."
"12-year-old boy shot near mcdonald's, walmart supercenter in dc",a shooting was reported monday afternoon in a busy area of northwest d.c.,"September 30, 2024 10:48pm EDT","washington-a 12-year-old boy was shot monday afternoon in a busy area of northwest d.c. the metropolitan police department said it dispatched officers to the petworth neighborhood, near the mcdonald's and the walmart supercenter, to investigate the matter. so far, mpd believes the young boy has suffered ""non-life-threatening"" injuries. detectives are asking anyone with information to come forward. they are looking specifically for a person wearing a white t-shirt, black pants, and a black hooded sweatshirt tied around his waist. check out the surveillance image of the suspect below:"
"new bill in dc could end child marriages, setting age requirement at 18","in d.c., a ban on child marriage could soon become law. currently, 16- and 17-year-olds may not be able to drink, smoke, or vote, but they can get married.","September 30, 2024 9:46pm EDT","washington-in d.c., a ban on child marriage could soon become law. currently, 16- and 17-year-olds may not be able to drink, smoke, or vote, but they can get married. the d.c. council is introducing legislation that would require individuals to be 18 or older to get married. the goal is to protect children who may not have a choice in the matter. ""there’s a loophole in our nation’s capital allowing 16- and 17-year-olds to tie the knot if they have consent from a parent or judge,"" said councilmember brooke pinto. she and other council members want to eliminate this loophole. ""i believe there are no exceptions that make it acceptable to get married before the age of 18 when you are a child,"" pinto added. in 2023, 15 minors got married in the district, a significant increase from just one in 2022. officials say the rise may be attributed to neighboring states, like maryland and virginia, prohibiting child marriage. ""i have met with multiple survivors of being forced to get married when they were children. some of them were part of cults, some of whose parents provided them no other alternative,"" pinto said. the u.s. state department classifies child marriage of any kind as a ""human rights abuse and a form of child abuse,"" a sentiment echoed by many people fox 5 spoke with. a hearing about this bill is scheduled for monday, oct. 21. so far, the legislation appears to have strong support from council members."
"infant’s death ruled a homicide in dc, police seek answers",dc police are investigating the death of a 1-year-old over the weekend as a homicide.,"September 30, 2024 7:20pm EDT","washington-d.c. police are investigating the death of a 1-year-old over the weekend as a homicide. police identified the victim as journee moore, who lives in upper marlboro. around 10:45 saturday night, police got a call about a child in cardiac arrest inside an apartment building at the intersection of connecticut avenue and rodman street in northwest d.c. moore was taken to children’s national hospital where she later died. sunday, the medical examiner’s office did an autopsy and discovered moore had multiple blunt force trauma injuries, and have determined her death was a homicide. ""that’s crazy. a 1-year-old, i just can’t get over the fact that it’s a 1-year-old. the baby is 1. who would want to do something like that to a child?"" said lisha quarles, who is a caretaker for a man who lives inside the apartment. ""i can’t even think about it. it’s too sad,"" said yana vierboon, who lives in the neighborhood. fox 5 has learned the incident appears to be domestic in nature. no charges have been filed at this time nor have any suspects been named."
ouc oversight roundtable hearing focuses on dc’s embattled 911 call center,"washington, d.c.’s embattled 911 call center is in the hot seat again and is expected to be the focus of an oversight roundtable hearing tuesday. the hearing comes after several high-profile response issues including the death of a five-year-old and delays to advanced medical help when the baby's parents called for help.","September 30, 2024 6:01pm EDT","washington-washington, d.c.’s embattled 911 call center is in the hot seat again and is expected to be the focus of an oversight roundtable hearing tuesday. the hearing comes after several high-profile response issues including the death of a five-month-old and delays to advanced medical help when the baby's parents called for help. the head of the d.c. council judiciary committee will be bringing in witnesses and officials to question what happened leading to some of these serious incidents and what’s being done to address them. the office of unified command, or ouc, is the agency that operates the city’s 911 call center. fox 5 has been reporting on issues within this very important public safety agency for years. on the agenda for monday’s oversight roundtable, the judiciary is planning to ask questions about staffing shortages, possible blown addresses, delays in emergency response arrival and technological failures. last week, ouc deputy director heather mcgaffin defended the agency. ""911 in washington, d.c. is not in crisis,"" mcgaffin, told fox 5. ""it's an overtaxed system. we took 1.8 million calls. that far outpaces any other state in the nation per capita. and we are doing things, making improvements, to keep up with that pacing."" judiciary committee chair councilmember brook pinto recently introduced legislation trying to bring more transparency to the agency and said she’d be holding monthly oversight roundtables along with unannounced visits to the 911 call center. the discussion went on for hours and is just the first in a series of oversight hearings questioning issues and incidents within the office of unified communications. ward 2 councilmember brooke pinto, who recently introduced thetransparency in emergency response act of 2024, has been making biweekly unannounced visits to the call center. last saturday night, she said she found only one call taker for all ems emergencies in the district of columbia - well below the required minimum of six. ""when i talk about the need to focus on staffing, it is not just a nice-to-have - it is an absolutely must-have focus for this agency,"" pinto said to fox 5's homa bash following the hearing. pinto said they heard about improvements that have been made or are underway but will continue to push throughout the fall and into next year to ensure they are implemented. ""we hear from district residents about concerns when it comes to your safety, ensuring your 911 call center is fast, is accurate and is transparent, and i am going to work every day to make sure it lives up to that promise,"" pinto added. last week, ouc director heather mcgaffin said the call center isn't in crisis but is overtaxed. ward 6 councilmember charles allen said he disagrees. ""i think we have an agency that's been in crisis,"" allen said. ""i think that we have one that has not been able to acknowledge the failures and problems and the first step to fixing something is to acknowledge there's a problem and they rarely will even acknowledge that."" according to mcgaffin, dispatch took in 1.8 million calls, which is the highest volume in the nation per capita. to get workers in the door - ouc has been offering a $2500 hiring bonus. in addition, they've also offered an $800 monthly bonus to employees who do not call out for shifts – 94 workers received that bonus in august. still - allen said they haven't seen a difference yet - recounting a story of someone recently who saw a fire start and ran to a fire station rather than trusting 911 to respond. ""that's where people are and they've got to understand the urgency and lack of confidence people have in the 911 center right now,"" allen said, adding that they need a cultural change in leadership and dogged oversight. ""hearing rosy assessments and 'it's just we're right around the bend, things are gonna get better' - we've been hearing that for years and it's not there yet."" in october, 31 new trainees will start at ouc, but there will still be 20 vacancies. pinto had concerns about those vacancies and raising the full-time staffing numbers above those levels. mcgaffin said they calculate minimum staffing levels by using data from call volume, call length, call wrap-ups, and notes plus breaks. ""this is a really tough job, and it gets a lot of attention and maybe not always in a positive manner so the things that are happening shouldn't fall on the shoulders of the people who work there,"" mcgaffin said. ""really what we are working toward is that people will always get their calls answered without a queue, which is lofty, but we believe we can get there,"" said deputy mayor lindsey appiah. the district has released a 22-point action plan aimed at tackling dispatch issues, including tech upgrades and staffing issues. these d.c. council oversight hearings will continue monthly."
hurricane helene: biden delivers remarks on devastation,"president joe biden said monday that the federal government will be with survivors and others in the nation's southeast affected by helene for ""as long as it takes.""","September 30, 2024 12:20pm EDT","washington-president joe biden delivered remarks on the continued response efforts to hurricane helene shortly after 11:10 a.m. today in the white house roosevelt room. the address, including questions, lasted just over seven minutes, ending when the president exited after a reporter asked about why he and vice president harris were not in washington this weekend. president biden began the address recapping discussions yesterday with officials from states affected by the storm. he said he approved requests for a disaster declaration from governors of impacted states, and that he plans to continue providing aid to the states in need. he added that fema administrator deanne criswell is on the ground in north carolina, and that fema is working with the small business administration to assist aid efforts. read more:asheville flooding: hurricane helene drone footage shows swallowed city streets in response to the struggles those impacted are going through, president biden said, ""my first responsibility is to get all the help we need to those impacted areas."" he thanked first responders for their efforts, and said he has heard reports of over 100 dead and up to 600 people unaccounted for because they are unable to be contacted. he said, ""i will not rest until everyone is accounted for."" the president ended his speech with a message to the impacted survivors. he said, ""we will be there with you as long as it takes,"" and urged them to ""listen to local officials and follow all safety instructions."" following his address, president biden took questions. he said a decision has not yet been made if congress will convene for a session regarding the disaster. he added that he plans to be in north carolina on wednesday or thursday this week, and said he does not know about trump's plan to visit georgia. the press conference concluded shortly after a reporter asked about why he and vice president harris were not in washington this weekend. just before, he responded to a question about israel launching an operation into lebanon, and stated that there should be a ceasefire now. he was asked the question, ""on the hurricane, mr. president, why weren't you and vice president harris here in washington commanding this?"" president biden said, ""this weekend i was commanding. i was on the phone for at least two hours yesterday and the day before,"" just before exiting. read more:helene aftermath latest: death toll rises to nearly 100, nc communities still isolated"
